"","CpG_chr","CpG_start","CpG_stop","ICR_chr","ICR_start","ICR_stop","CpG_Probe","ICR_id"
"8516","chr21",45413552,45413553,"chr21",45413376,45413676,"cg25964241_TC21","ICR_1328"
"8517","chr21",45413614,45413615,"chr21",45413376,45413676,"cg25964242_TC21","ICR_1328"
"8518","chr21",45413662,45413663,"chr21",45413376,45413676,"cg25964243_TC21","ICR_1328"
"8519","chr21",45413675,45413676,"chr21",45413376,45413676,"cg25964244_TC21","ICR_1328"
"8520","chr21",45555321,45555322,"chr21",45555293,45555347,"cg25968800_BC11","ICR_1329"
"8521","chr21",45555321,45555322,"chr21",45555293,45555347,"cg25968800_BC12","ICR_1329"
"8522","chr21",45555331,45555332,"chr21",45555293,45555347,"cg25968802_BC11","ICR_1329"
"8523","chr21",45555331,45555332,"chr21",45555293,45555347,"cg25968802_BC12","ICR_1329"
"8524","chr21",45555346,45555347,"chr21",45555293,45555347,"cg25968805_BC11","ICR_1329"
"8525","chr22",10572655,10572656,"chr22",10572627,10572683,"cg25992818_TC11","ICR_1331"
"8526","chr22",10572657,10572658,"chr22",10572627,10572683,"cg25992819_TC11","ICR_1331"
"8527","chr22",10572669,10572670,"chr22",10572627,10572683,"cg25992820_BC11","ICR_1331"
"8528","chr22",10572672,10572673,"chr22",10572627,10572683,"cg25992821_TC11","ICR_1331"
"8529","chr22",10572675,10572676,"chr22",10572627,10572683,"cg25992822_TC11","ICR_1331"
"8530","chr22",10572675,10572676,"chr22",10572627,10572683,"cg25992822_TC12","ICR_1331"
"8531","chr22",10929415,10929416,"chr22",10929115,10929608,"cg25994814_TC21","ICR_1332"
"8532","chr22",10929535,10929536,"chr22",10929115,10929608,"cg25994816_TC21","ICR_1332"
"8533","chr22",10929607,10929608,"chr22",10929115,10929608,"cg25994817_BC21","ICR_1332"
"8534","chr22",11039671,11039672,"chr22",11039671,11040300,"cg25995444_BO11","ICR_1334"
"8535","chr22",11039964,11039965,"chr22",11039671,11040300,"cg25995445_BC21","ICR_1334"
"8536","chr22",11040245,11040246,"chr22",11039671,11040300,"cg25995446_BC21","ICR_1334"
"8537","chr22",11040275,11040276,"chr22",11039671,11040300,"cg25995447_TC21","ICR_1334"
"8538","chr22",11040299,11040300,"chr22",11039671,11040300,"cg25995448_BC21","ICR_1334"
"8539","chr22",11295023,11295024,"chr22",11295023,11295784,"cg25996633_TO11","ICR_1336"
"8540","chr22",11295037,11295038,"chr22",11295023,11295784,"cg25996634_TC21","ICR_1336"
"8541","chr22",11353632,11353633,"chr22",11353620,11355111,"cg25997103_TC21","ICR_1337"
"8542","chr22",11353794,11353795,"chr22",11353620,11355111,"cg25997104_BC21","ICR_1337"
"8543","chr22",11354261,11354262,"chr22",11353620,11355111,"cg25997105_BC21","ICR_1337"
"8544","chr22",11354529,11354530,"chr22",11353620,11355111,"cg25997106_TC21","ICR_1337"
"8545","chr22",11449683,11449684,"chr22",11449353,11449684,"cg25997491_TC21","ICR_1338"
"8546","chr22",11466334,11466335,"chr22",11465274,11466829,"cg25997615_BC21","ICR_1339"
"8547","chr22",11828141,11828142,"chr22",11827466,11828142,"cg26000173_TC21","ICR_1340"
"8548","chr22",12036769,12036770,"chr22",12036769,12038659,"cg26001381_TC21","ICR_1342"
"8549","chr22",12037012,12037013,"chr22",12036769,12038659,"cg26001382_BC21","ICR_1342"
"8550","chr22",12037438,12037439,"chr22",12036769,12038659,"cg26001388_TC21","ICR_1342"
"8551","chr22",12038560,12038561,"chr22",12036769,12038659,"cg26001392_BC21","ICR_1342"
"8552","chr22",12601033,12601034,"chr22",12600958,12601368,"cg26004320_TC21","ICR_1347"
"8553","chr22",12601329,12601330,"chr22",12600958,12601368,"cg26004323_TC21","ICR_1347"
"8554","chr22",12601349,12601350,"chr22",12600958,12601368,"cg26004324_TC21","ICR_1347"
"8555","chr22",12601367,12601368,"chr22",12600958,12601368,"cg26004325_TC21","ICR_1347"
"8556","chr22",12601805,12601806,"chr22",12601692,12601904,"cg26004343_TO11","ICR_1348"
"8557","chr22",12693851,12693852,"chr22",12693849,12693914,"cg26004768_TC11","ICR_1349"
"8558","chr22",18025219,18025220,"chr22",18025219,18025583,"cg26037742_TC21","ICR_1353"
"8559","chr22",18025235,18025236,"chr22",18025219,18025583,"cg26037743_TC21","ICR_1353"
"8560","chr22",18025286,18025287,"chr22",18025219,18025583,"cg26037744_BC21","ICR_1353"
"8561","chr22",18025448,18025449,"chr22",18025219,18025583,"cg26037745_TC21","ICR_1353"
"8562","chr22",18025468,18025469,"chr22",18025219,18025583,"cg26037746_BC21","ICR_1353"
"8563","chr22",18025531,18025532,"chr22",18025219,18025583,"cg14771451_BC21","ICR_1353"
"8564","chr22",18025582,18025583,"chr22",18025219,18025583,"cg26037747_TC21","ICR_1353"
"8565","chr22",18967906,18967907,"chr22",18967906,18968273,"cg26049073_TC21","ICR_1355"
"8566","chr22",18968080,18968081,"chr22",18967906,18968273,"cg26049077_BC11","ICR_1355"
"8567","chr22",18968082,18968083,"chr22",18967906,18968273,"cg26049078_TC21","ICR_1355"
"8568","chr22",18968086,18968087,"chr22",18967906,18968273,"cg26049079_BC21","ICR_1355"
"8569","chr22",18968188,18968189,"chr22",18967906,18968273,"cg26049082_TC21","ICR_1355"
"8570","chr22",18968214,18968215,"chr22",18967906,18968273,"cg26049083_BC21","ICR_1355"
"8571","chr22",18968218,18968219,"chr22",18967906,18968273,"cg26049084_TC21","ICR_1355"
"8572","chr22",18968272,18968273,"chr22",18967906,18968273,"cg26049085_BC21","ICR_1355"
"8573","chr22",19749147,19749148,"chr22",19749147,19749533,"cg13260758_TC21","ICR_1356"
"8574","chr22",19749199,19749200,"chr22",19749147,19749533,"cg26062929_BC21","ICR_1356"
"8575","chr22",19749237,19749238,"chr22",19749147,19749533,"cg26062930_BC21","ICR_1356"
"8576","chr22",19749306,19749307,"chr22",19749147,19749533,"cg26062931_BC21","ICR_1356"
"8577","chr22",19749360,19749361,"chr22",19749147,19749533,"cg26062932_TC21","ICR_1356"
"8578","chr22",19749386,19749387,"chr22",19749147,19749533,"cg26062933_BC21","ICR_1356"
"8579","chr22",19749401,19749402,"chr22",19749147,19749533,"cg26062934_BC21","ICR_1356"
"8580","chr22",19749423,19749424,"chr22",19749147,19749533,"cg26062935_BC21","ICR_1356"
"8581","chr22",19749445,19749446,"chr22",19749147,19749533,"cg26062936_TC21","ICR_1356"
"8582","chr22",19749496,19749497,"chr22",19749147,19749533,"cg26062937_BC21","ICR_1356"
"8583","chr22",19749504,19749505,"chr22",19749147,19749533,"cg26062938_TC21","ICR_1356"
"8584","chr22",19749509,19749510,"chr22",19749147,19749533,"cg26062939_TC11","ICR_1356"
"8585","chr22",19749532,19749533,"chr22",19749147,19749533,"cg26062940_TC21","ICR_1356"
"8586","chr22",19768264,19768265,"chr22",19768264,19768546,"cg26063914_BC21","ICR_1357"
"8587","chr22",19768287,19768288,"chr22",19768264,19768546,"cg26063915_TC21","ICR_1357"
"8588","chr22",19768323,19768324,"chr22",19768264,19768546,"cg26063916_TC11","ICR_1357"
"8589","chr22",19768338,19768339,"chr22",19768264,19768546,"cg26063918_TC21","ICR_1357"
"8590","chr22",19768358,19768359,"chr22",19768264,19768546,"cg26063919_BC21","ICR_1357"
"8591","chr22",19768361,19768362,"chr22",19768264,19768546,"cg26063920_TC21","ICR_1357"
"8592","chr22",19768511,19768512,"chr22",19768264,19768546,"cg26063921_BC21","ICR_1357"
"8593","chr22",19768519,19768520,"chr22",19768264,19768546,"cg26063922_BC11","ICR_1357"
"8594","chr22",19768545,19768546,"chr22",19768264,19768546,"cg26063923_BC21","ICR_1357"
"8595","chr22",20670771,20670772,"chr22",20670771,20670970,"cg26083473_BC11","ICR_1358"
"8596","chr22",20670771,20670772,"chr22",20670771,20670970,"cg26083473_BC12","ICR_1358"
"8597","chr22",20670790,20670791,"chr22",20670771,20670970,"cg14325184_TC11","ICR_1358"
"8598","chr22",20670790,20670791,"chr22",20670771,20670970,"cg14325184_TC12","ICR_1358"
"8599","chr22",20670823,20670824,"chr22",20670771,20670970,"cg26083476_BC11","ICR_1358"
"8600","chr22",20670823,20670824,"chr22",20670771,20670970,"cg26083476_BC12","ICR_1358"
"8601","chr22",20670829,20670830,"chr22",20670771,20670970,"cg26083477_TC11","ICR_1358"
"8602","chr22",20670829,20670830,"chr22",20670771,20670970,"cg26083477_TC12","ICR_1358"
"8603","chr22",20670894,20670895,"chr22",20670771,20670970,"cg26083481_TO11","ICR_1358"
"8604","chr22",20670905,20670906,"chr22",20670771,20670970,"cg26083482_BC11","ICR_1358"
"8605","chr22",20670936,20670937,"chr22",20670771,20670970,"cg26083486_TC21","ICR_1358"
"8606","chr22",20670969,20670970,"chr22",20670771,20670970,"cg22252283_BC11","ICR_1358"
"8607","chr22",21865746,21865747,"chr22",21865746,21866184,"cg26100666_BC21","ICR_1359"
"8608","chr22",21865857,21865858,"chr22",21865746,21866184,"cg26100667_TC21","ICR_1359"
"8609","chr22",21865960,21865961,"chr22",21865746,21866184,"cg26100668_BO11","ICR_1359"
"8610","chr22",21866109,21866110,"chr22",21865746,21866184,"cg26100669_TC21","ICR_1359"
"8611","chr22",21866109,21866110,"chr22",21865746,21866184,"cg26100669_TC22","ICR_1359"
"8612","chr22",21866113,21866114,"chr22",21865746,21866184,"cg26100670_BC21","ICR_1359"
"8613","chr22",21866125,21866126,"chr22",21865746,21866184,"cg26100672_TC11","ICR_1359"
"8614","chr22",21866153,21866154,"chr22",21865746,21866184,"cg26100673_TC11","ICR_1359"
"8615","chr22",22114782,22114783,"chr22",22114749,22114842,"cg26104363_BO11","ICR_1360"
"8616","chr22",22114787,22114788,"chr22",22114749,22114842,"cg26104365_TO11","ICR_1360"
"8617","chr22",22114828,22114829,"chr22",22114749,22114842,"cg26104368_BC11","ICR_1360"
"8618","chr22",22114838,22114839,"chr22",22114749,22114842,"cg26104369_BC21","ICR_1360"
"8619","chr22",22114841,22114842,"chr22",22114749,22114842,"cg26104370_BC11","ICR_1360"
"8620","chr22",24211239,24211240,"chr22",24211144,24211554,"cg26133025_TC21","ICR_1361"
"8621","chr22",24211278,24211279,"chr22",24211144,24211554,"cg26133027_BO11","ICR_1361"
"8622","chr22",24494130,24494131,"chr22",24494130,24494362,"cg26136962_TC21","ICR_1362"
"8623","chr22",24494207,24494208,"chr22",24494130,24494362,"cg26136963_TC21","ICR_1362"
"8624","chr22",24494215,24494216,"chr22",24494130,24494362,"cg14537674_BC21","ICR_1362"
"8625","chr22",24494218,24494219,"chr22",24494130,24494362,"cg26136964_TC21","ICR_1362"
"8626","chr22",24494227,24494228,"chr22",24494130,24494362,"cg26136965_BC21","ICR_1362"
"8627","chr22",24494269,24494270,"chr22",24494130,24494362,"cg26136966_TC21","ICR_1362"
"8628","chr22",24494309,24494310,"chr22",24494130,24494362,"cg26136968_BC21","ICR_1362"
"8629","chr22",24494309,24494310,"chr22",24494130,24494362,"cg26136968_BC22","ICR_1362"
"8630","chr22",24494361,24494362,"chr22",24494130,24494362,"cg10613381_TC21","ICR_1362"
"8631","chr22",26910558,26910559,"chr22",26910558,26910822,"cg26168540_TC21","ICR_1363"
"8632","chr22",26910694,26910695,"chr22",26910558,26910822,"cg26168541_BC21","ICR_1363"
"8633","chr22",26910705,26910706,"chr22",26910558,26910822,"cg26168542_BC21","ICR_1363"
"8634","chr22",26910806,26910807,"chr22",26910558,26910822,"cg26168544_BO11","ICR_1363"
"8635","chr22",26910821,26910822,"chr22",26910558,26910822,"cg26168545_TC11","ICR_1363"
"8636","chr22",27780253,27780254,"chr22",27780253,27780522,"cg26178708_TC21","ICR_1364"
"8637","chr22",27780268,27780269,"chr22",27780253,27780522,"cg26178709_BC21","ICR_1364"
"8638","chr22",27780276,27780277,"chr22",27780253,27780522,"cg26178710_TC11","ICR_1364"
"8639","chr22",27780431,27780432,"chr22",27780253,27780522,"cg26178712_TC21","ICR_1364"
"8640","chr22",27780468,27780469,"chr22",27780253,27780522,"cg26178713_BC21","ICR_1364"
"8641","chr22",27780521,27780522,"chr22",27780253,27780522,"cg26178714_TC21","ICR_1364"
"8642","chr22",29208840,29208841,"chr22",29208840,29209158,"cg26194995_TC21","ICR_1365"
"8643","chr22",29208868,29208869,"chr22",29208840,29209158,"cg26194996_TC21","ICR_1365"
"8644","chr22",29208901,29208902,"chr22",29208840,29209158,"cg26194997_BC21","ICR_1365"
"8645","chr22",29208982,29208983,"chr22",29208840,29209158,"cg26194998_TC11","ICR_1365"
"8646","chr22",29209017,29209018,"chr22",29208840,29209158,"cg26194999_TC21","ICR_1365"
"8647","chr22",29209028,29209029,"chr22",29208840,29209158,"cg26195000_TC11","ICR_1365"
"8648","chr22",29209107,29209108,"chr22",29208840,29209158,"cg26195003_BC21","ICR_1365"
"8649","chr22",29209113,29209114,"chr22",29208840,29209158,"cg26195004_TC21","ICR_1365"
"8650","chr22",29209152,29209153,"chr22",29208840,29209158,"cg26195005_BC21","ICR_1365"
"8651","chr22",29209152,29209153,"chr22",29208840,29209158,"cg26195005_BC22","ICR_1365"
"8652","chr22",29209157,29209158,"chr22",29208840,29209158,"cg18036081_BC21","ICR_1365"
"8653","chr22",31104621,31104622,"chr22",31104621,31104758,"cg26223403_TC11","ICR_1366"
"8654","chr22",31104640,31104641,"chr22",31104621,31104758,"cg26223404_BC21","ICR_1366"
"8655","chr22",31104671,31104672,"chr22",31104621,31104758,"cg26223405_TC21","ICR_1366"
"8656","chr22",31104728,31104729,"chr22",31104621,31104758,"cg26223407_BC11","ICR_1366"
"8657","chr22",32041877,32041878,"chr22",32041877,32043341,"cg13818276_BC21","ICR_1367"
"8658","chr22",32042047,32042048,"chr22",32041877,32043341,"cg26237502_TO11","ICR_1367"
"8659","chr22",32042566,32042567,"chr22",32041877,32043341,"cg26237503_TO21","ICR_1367"
"8660","chr22",32042819,32042820,"chr22",32041877,32043341,"cg26237504_TC21","ICR_1367"
"8661","chr22",32042959,32042960,"chr22",32041877,32043341,"cg26730347_BC21","ICR_1367"
"8662","chr22",32043005,32043006,"chr22",32041877,32043341,"cg19277154_TC21","ICR_1367"
"8663","chr22",32043038,32043039,"chr22",32041877,32043341,"cg26237505_BC21","ICR_1367"
"8664","chr22",32043059,32043060,"chr22",32041877,32043341,"cg26237506_BC11","ICR_1367"
"8665","chr22",32043059,32043060,"chr22",32041877,32043341,"cg26237506_BC12","ICR_1367"
"8666","chr22",32043067,32043068,"chr22",32041877,32043341,"cg26237507_TC11","ICR_1367"
"8667","chr22",32043131,32043132,"chr22",32041877,32043341,"cg26237511_BC11","ICR_1367"
"8668","chr22",32043140,32043141,"chr22",32041877,32043341,"cg26237513_TC11","ICR_1367"
"8669","chr22",32043140,32043141,"chr22",32041877,32043341,"cg26237513_TC12","ICR_1367"
"8670","chr22",32043150,32043151,"chr22",32041877,32043341,"cg26237514_BC11","ICR_1367"
"8671","chr22",32043229,32043230,"chr22",32041877,32043341,"cg26237517_BC21","ICR_1367"
"8672","chr22",32043244,32043245,"chr22",32041877,32043341,"cg26237518_TC21","ICR_1367"
"8673","chr22",32043253,32043254,"chr22",32041877,32043341,"cg26237519_BC21","ICR_1367"
"8674","chr22",32043313,32043314,"chr22",32041877,32043341,"cg26237520_BC11","ICR_1367"
"8675","chr22",32043315,32043316,"chr22",32041877,32043341,"cg26237521_TC11","ICR_1367"
"8676","chr22",32043323,32043324,"chr22",32041877,32043341,"cg26237522_BC21","ICR_1367"
"8677","chr22",32043340,32043341,"chr22",32041877,32043341,"cg26237523_TC11","ICR_1367"
"8678","chr22",32203942,32203943,"chr22",32203908,32204959,"cg26239291_TO11","ICR_1368"
"8679","chr22",32203959,32203960,"chr22",32203908,32204959,"cg26239292_BC11","ICR_1368"
"8680","chr22",32204023,32204024,"chr22",32203908,32204959,"cg26239295_TC11","ICR_1368"
"8681","chr22",32204035,32204036,"chr22",32203908,32204959,"cg26239296_BC11","ICR_1368"
"8682","chr22",32204038,32204039,"chr22",32203908,32204959,"cg26239298_TC11","ICR_1368"
"8683","chr22",32204059,32204060,"chr22",32203908,32204959,"cg26239299_BC21","ICR_1368"
"8684","chr22",32204126,32204127,"chr22",32203908,32204959,"cg26239302_TC11","ICR_1368"
"8685","chr22",32204140,32204141,"chr22",32203908,32204959,"cg26239303_BC21","ICR_1368"
"8686","chr22",32204145,32204146,"chr22",32203908,32204959,"cg26239304_TC21","ICR_1368"
"8687","chr22",32204151,32204152,"chr22",32203908,32204959,"cg27308932_BC21","ICR_1368"
"8688","chr22",32204161,32204162,"chr22",32203908,32204959,"cg16505427_BC21","ICR_1368"
"8689","chr22",32204229,32204230,"chr22",32203908,32204959,"cg26239305_BC21","ICR_1368"
"8690","chr22",32204266,32204267,"chr22",32203908,32204959,"cg26239307_BC11","ICR_1368"
"8691","chr22",32204297,32204298,"chr22",32203908,32204959,"cg26239309_TC11","ICR_1368"
"8692","chr22",32204307,32204308,"chr22",32203908,32204959,"cg26239310_BC11","ICR_1368"
"8693","chr22",32204309,32204310,"chr22",32203908,32204959,"cg26239311_TC11","ICR_1368"
"8694","chr22",32204324,32204325,"chr22",32203908,32204959,"cg26239312_TO11","ICR_1368"
"8695","chr22",32204331,32204332,"chr22",32203908,32204959,"cg26239313_BC11","ICR_1368"
"8696","chr22",32204352,32204353,"chr22",32203908,32204959,"cg26239315_TC11","ICR_1368"
"8697","chr22",32204358,32204359,"chr22",32203908,32204959,"cg26239316_BC21","ICR_1368"
"8698","chr22",32204368,32204369,"chr22",32203908,32204959,"cg26239317_BC21","ICR_1368"
"8699","chr22",32204368,32204369,"chr22",32203908,32204959,"cg26239317_BC22","ICR_1368"
"8700","chr22",32204372,32204373,"chr22",32203908,32204959,"cg26239318_TC21","ICR_1368"
"8701","chr22",32204393,32204394,"chr22",32203908,32204959,"cg26239319_TC21","ICR_1368"
"8702","chr22",32204433,32204434,"chr22",32203908,32204959,"cg26239320_BC11","ICR_1368"
"8703","chr22",32204446,32204447,"chr22",32203908,32204959,"cg26239321_BC11","ICR_1368"
"8704","chr22",32204460,32204461,"chr22",32203908,32204959,"cg26239322_TC11","ICR_1368"
"8705","chr22",32204466,32204467,"chr22",32203908,32204959,"cg26239323_BC11","ICR_1368"
"8706","chr22",32204477,32204478,"chr22",32203908,32204959,"cg26239324_BC11","ICR_1368"
"8707","chr22",32204483,32204484,"chr22",32203908,32204959,"cg26239325_TC21","ICR_1368"
"8708","chr22",32204539,32204540,"chr22",32203908,32204959,"cg26239328_BC21","ICR_1368"
"8709","chr22",32204549,32204550,"chr22",32203908,32204959,"cg26239329_TC11","ICR_1368"
"8710","chr22",32204607,32204608,"chr22",32203908,32204959,"cg26239331_TC11","ICR_1368"
"8711","chr22",32204607,32204608,"chr22",32203908,32204959,"cg26239331_TC12","ICR_1368"
"8712","chr22",32204625,32204626,"chr22",32203908,32204959,"cg26239332_BC11","ICR_1368"
"8713","chr22",32204634,32204635,"chr22",32203908,32204959,"cg26239333_BC11","ICR_1368"
"8714","chr22",32204634,32204635,"chr22",32203908,32204959,"cg26239333_BC12","ICR_1368"
"8715","chr22",32204640,32204641,"chr22",32203908,32204959,"cg26239334_TC11","ICR_1368"
"8716","chr22",32204645,32204646,"chr22",32203908,32204959,"cg26239335_TC21","ICR_1368"
"8717","chr22",32204734,32204735,"chr22",32203908,32204959,"cg22404498_TC21","ICR_1368"
"8718","chr22",32204867,32204868,"chr22",32203908,32204959,"cg17598352_TC21","ICR_1368"
"8719","chr22",32204926,32204927,"chr22",32203908,32204959,"cg24848192_BC21","ICR_1368"
"8720","chr22",36564451,36564452,"chr22",36564369,36564591,"cg13270055_TC21","ICR_1369"
"8721","chr22",36564451,36564452,"chr22",36564369,36564591,"cg13270055_TC22","ICR_1369"
"8722","chr22",36564466,36564467,"chr22",36564369,36564591,"cg26291137_TO11","ICR_1369"
"8723","chr22",36564473,36564474,"chr22",36564369,36564591,"cg26291138_BC11","ICR_1369"
"8724","chr22",36564481,36564482,"chr22",36564369,36564591,"cg26291139_TC11","ICR_1369"
"8725","chr22",36564506,36564507,"chr22",36564369,36564591,"cg26291140_BC21","ICR_1369"
"8726","chr22",36564524,36564525,"chr22",36564369,36564591,"cg26291141_BC21","ICR_1369"
"8727","chr22",36564524,36564525,"chr22",36564369,36564591,"cg26291141_BC22","ICR_1369"
"8728","chr22",36564530,36564531,"chr22",36564369,36564591,"cg26291142_TC21","ICR_1369"
"8729","chr22",36564559,36564560,"chr22",36564369,36564591,"cg26291143_TC21","ICR_1369"
"8730","chr22",36564568,36564569,"chr22",36564369,36564591,"cg26291144_BC21","ICR_1369"
"8731","chr22",36564590,36564591,"chr22",36564369,36564591,"cg26291145_BC21","ICR_1369"
"8732","chr22",38828286,38828287,"chr22",38828286,38828585,"cg26335421_BO11","ICR_1370"
"8733","chr22",38828319,38828320,"chr22",38828286,38828585,"cg26335423_BO11","ICR_1370"
"8734","chr22",38828448,38828449,"chr22",38828286,38828585,"cg26335427_BC21","ICR_1370"
"8735","chr22",38828495,38828496,"chr22",38828286,38828585,"cg12603131_BC21","ICR_1370"
"8736","chr22",38828584,38828585,"chr22",38828286,38828585,"cg26335428_BC21","ICR_1370"
"8737","chr22",39557914,39557915,"chr22",39557888,39557920,"cg26350644_TO11","ICR_1371"
"8738","chr22",39557919,39557920,"chr22",39557888,39557920,"cg26350645_TO11","ICR_1371"
"8739","chr22",39557919,39557920,"chr22",39557888,39557920,"cg26350645_TO12","ICR_1371"
"8740","chr22",39664167,39664168,"chr22",39664167,39664319,"cg26352704_TC21","ICR_1372"
"8741","chr22",39664177,39664178,"chr22",39664167,39664319,"cg26352705_BC21","ICR_1372"
"8742","chr22",39664200,39664201,"chr22",39664167,39664319,"cg26352706_BC11","ICR_1372"
"8743","chr22",39664253,39664254,"chr22",39664167,39664319,"cg26352708_BC11","ICR_1372"
"8744","chr22",39664268,39664269,"chr22",39664167,39664319,"cg26352709_TC21","ICR_1372"
"8745","chr22",39664318,39664319,"chr22",39664167,39664319,"cg26352711_TC11","ICR_1372"
"8746","chr22",39713353,39713354,"chr22",39713306,39713466,"cg26353824_BC21","ICR_1373"
"8747","chr22",39713363,39713364,"chr22",39713306,39713466,"cg26353825_TC21","ICR_1373"
"8748","chr22",39713380,39713381,"chr22",39713306,39713466,"cg26353826_BC21","ICR_1373"
"8749","chr22",39713407,39713408,"chr22",39713306,39713466,"cg26353827_TC21","ICR_1373"
"8750","chr22",39713440,39713441,"chr22",39713306,39713466,"cg26353828_TC21","ICR_1373"
"8751","chr22",39713442,39713443,"chr22",39713306,39713466,"cg26353829_TC11","ICR_1373"
"8752","chr22",39713460,39713461,"chr22",39713306,39713466,"cg26353830_BC21","ICR_1373"
"8753","chr22",39713463,39713464,"chr22",39713306,39713466,"cg26353831_BC21","ICR_1373"
"8754","chr22",39713465,39713466,"chr22",39713306,39713466,"cg26353832_TC21","ICR_1373"
"8755","chr22",40040394,40040395,"chr22",40040394,40041632,"cg26357488_TC21","ICR_1374"
"8756","chr22",40040897,40040898,"chr22",40040394,40041632,"cg26357489_TC21","ICR_1374"
"8757","chr22",40041029,40041030,"chr22",40040394,40041632,"cg26357490_BC21","ICR_1374"
"8758","chr22",40041191,40041192,"chr22",40040394,40041632,"cg15462501_TC21","ICR_1374"
"8759","chr22",40041259,40041260,"chr22",40040394,40041632,"cg26357491_TC21","ICR_1374"
"8760","chr22",40041458,40041459,"chr22",40040394,40041632,"cg26357492_TC21","ICR_1374"
"8761","chr22",40041608,40041609,"chr22",40040394,40041632,"cg26357493_TC21","ICR_1374"
"8762","chr22",40041631,40041632,"chr22",40040394,40041632,"cg26357494_TC21","ICR_1374"
"8763","chr22",41682056,41682057,"chr22",41681860,41682938,"cg26384594_BC11","ICR_1375"
"8764","chr22",41682069,41682070,"chr22",41681860,41682938,"cg26384595_TC21","ICR_1375"
"8765","chr22",41682075,41682076,"chr22",41681860,41682938,"cg26384596_TC21","ICR_1375"
"8766","chr22",41682088,41682089,"chr22",41681860,41682938,"cg26384598_TC11","ICR_1375"
"8767","chr22",41682093,41682094,"chr22",41681860,41682938,"cg26384599_BC11","ICR_1375"
"8768","chr22",41682095,41682096,"chr22",41681860,41682938,"cg26384600_TC21","ICR_1375"
"8769","chr22",41682126,41682127,"chr22",41681860,41682938,"cg26384603_TO11","ICR_1375"
"8770","chr22",41682126,41682127,"chr22",41681860,41682938,"cg26384603_TO12","ICR_1375"
"8771","chr22",41682154,41682155,"chr22",41681860,41682938,"cg26384604_TC21","ICR_1375"
"8772","chr22",41682161,41682162,"chr22",41681860,41682938,"cg26384605_TC21","ICR_1375"
"8773","chr22",41682161,41682162,"chr22",41681860,41682938,"cg26384605_TC22","ICR_1375"
"8774","chr22",41682170,41682171,"chr22",41681860,41682938,"cg26384606_TC21","ICR_1375"
"8775","chr22",41682170,41682171,"chr22",41681860,41682938,"cg26384606_TC22","ICR_1375"
"8776","chr22",41682203,41682204,"chr22",41681860,41682938,"cg26384607_TC21","ICR_1375"
"8777","chr22",41682212,41682213,"chr22",41681860,41682938,"cg18152773_TC21","ICR_1375"
"8778","chr22",41682257,41682258,"chr22",41681860,41682938,"cg26384611_TC11","ICR_1375"
"8779","chr22",41682257,41682258,"chr22",41681860,41682938,"cg26384611_TC12","ICR_1375"
"8780","chr22",41682292,41682293,"chr22",41681860,41682938,"cg26384613_TC21","ICR_1375"
"8781","chr22",41682296,41682297,"chr22",41681860,41682938,"cg26384614_TC11","ICR_1375"
"8782","chr22",41682298,41682299,"chr22",41681860,41682938,"cg26384615_TC11","ICR_1375"
"8783","chr22",41682298,41682299,"chr22",41681860,41682938,"cg26384615_TC12","ICR_1375"
"8784","chr22",41682313,41682314,"chr22",41681860,41682938,"cg26384616_BC11","ICR_1375"
"8785","chr22",41682360,41682361,"chr22",41681860,41682938,"cg22083753_BC21","ICR_1375"
"8786","chr22",41682360,41682361,"chr22",41681860,41682938,"cg22083753_BC22","ICR_1375"
"8787","chr22",41682383,41682384,"chr22",41681860,41682938,"cg15284719_BC21","ICR_1375"
"8788","chr22",41682390,41682391,"chr22",41681860,41682938,"cg26384617_TC21","ICR_1375"
"8789","chr22",41682392,41682393,"chr22",41681860,41682938,"cg26384618_BC11","ICR_1375"
"8790","chr22",41682405,41682406,"chr22",41681860,41682938,"cg26384620_BC11","ICR_1375"
"8791","chr22",41682419,41682420,"chr22",41681860,41682938,"cg26384622_BC21","ICR_1375"
"8792","chr22",41682437,41682438,"chr22",41681860,41682938,"cg26384623_TC11","ICR_1375"
"8793","chr22",41682493,41682494,"chr22",41681860,41682938,"cg26384628_TC21","ICR_1375"
"8794","chr22",41682502,41682503,"chr22",41681860,41682938,"cg26384629_BC21","ICR_1375"
"8795","chr22",41682517,41682518,"chr22",41681860,41682938,"cg26384630_TO11","ICR_1375"
"8796","chr22",41682529,41682530,"chr22",41681860,41682938,"cg26384631_BC11","ICR_1375"
"8797","chr22",41682543,41682544,"chr22",41681860,41682938,"cg26384632_TC21","ICR_1375"
"8798","chr22",41682702,41682703,"chr22",41681860,41682938,"cg11677105_TC21","ICR_1375"
"8799","chr22",41682718,41682719,"chr22",41681860,41682938,"cg11536612_TC21","ICR_1375"
"8800","chr22",41682742,41682743,"chr22",41681860,41682938,"cg26384633_BC11","ICR_1375"
"8801","chr22",42397044,42397045,"chr22",42397044,42397355,"cg26397321_BC11","ICR_1376"
"8802","chr22",42397115,42397116,"chr22",42397044,42397355,"cg26397322_TC21","ICR_1376"
"8803","chr22",42397123,42397124,"chr22",42397044,42397355,"cg26397323_BC21","ICR_1376"
"8804","chr22",42397132,42397133,"chr22",42397044,42397355,"cg26397324_BC21","ICR_1376"
"8805","chr22",42397162,42397163,"chr22",42397044,42397355,"cg26397325_TC11","ICR_1376"
