ID,ICR_chr,ICR_start,ICR_end,ICR_id,CpG_chr,CpG_start,CpG_end,Number_of_somatic_tissue,smatic_tissue_list,Brain_found,Liver_found,Kidney_found,Assay_Design_Id,Top_Sequence,Locus_Name,DesignQC,,,,DesignQC
19779,21,8399142,8399444,ICR_1266,21,8399234,8399235,3,"1,2,3",1,1,1,,,cg25622105,CGdb - Multimapper,,,,
19780,21,8399142,8399444,ICR_1266,21,8399244,8399245,3,"1,2,3",1,1,1,,,cg25622106,CGdb - Multimapper,,,,
19781,21,8399142,8399444,ICR_1266,21,8399247,8399248,3,"1,2,3",1,1,1,,,cg25622107,CGdb - Multimapper,,,,
19782,21,8399142,8399444,ICR_1266,21,8399286,8399287,3,"1,2,3",1,1,1,,,cg25622108,CGdb - Multimapper,,,,
19783,21,8399142,8399444,ICR_1266,21,8399302,8399303,3,"1,2,3",1,1,1,,,cg25622109,CGdb - Multimapper,,,,
19784,21,8399142,8399444,ICR_1266,21,8399350,8399351,3,"1,2,3",1,1,1,,,cg25624339,CGdb - Multimapper,,,,
19785,21,8399142,8399444,ICR_1266,21,8399367,8399368,3,"1,2,3",1,1,1,,,cg25624340,CGdb - Multimapper,,,,
19786,21,8399142,8399444,ICR_1266,21,8399371,8399372,3,"1,2,3",1,1,1,,,cg25624341,CGdb - Multimapper,,,,
19787,21,8399142,8399444,ICR_1266,21,8399374,8399375,3,"1,2,3",1,1,1,,,cg25624342,CGdb - Multimapper,,,,
19788,21,8399142,8399444,ICR_1266,21,8399379,8399380,3,"1,2,3",1,1,1,,,cg25624343,CGdb - Multimapper,,,,
19789,21,8399142,8399444,ICR_1266,21,8399387,8399388,3,"1,2,3",1,1,1,,,cg25624344,CGdb - Multimapper,,,,
19790,21,8399142,8399444,ICR_1266,21,8399391,8399392,3,"1,2,3",1,1,1,,,cg25624345,CGdb - Multimapper,,,,
19791,21,8399142,8399444,ICR_1266,21,8399401,8399402,3,"1,2,3",1,1,1,,,cg25624346,CGdb - Multimapper,,,,
19792,21,8399142,8399444,ICR_1266,21,8399410,8399411,3,"1,2,3",1,1,1,,,cg25624347,CGdb - Multimapper,,,,
19793,21,8399142,8399444,ICR_1266,21,8399414,8399415,3,"1,2,3",1,1,1,,,cg25624348,CGdb - Multimapper,,,,
19794,21,8399142,8399444,ICR_1266,21,8399418,8399419,3,"1,2,3",1,1,1,,,cg25624349,CGdb - Multimapper,,,,
19795,21,8399142,8399444,ICR_1266,21,8399429,8399430,3,"1,2,3",1,1,1,,,cg25624350,CGdb - Multimapper,,,,
19796,21,8399142,8399444,ICR_1266,21,8399443,8399444,3,"1,2,3",1,1,1,,,cg25622121,CGdb - Multimapper,,,,
19797,21,8400649,8400889,ICR_1267,21,8400650,8400651,3,"1,2,3",1,1,1,,,cg25622275,CGdb - Multimapper,,,,
19798,21,8400649,8400889,ICR_1267,21,8400658,8400659,3,"1,2,3",1,1,1,,,cg25622276,CGdb - Multimapper,,,,
19799,21,8400649,8400889,ICR_1267,21,8400661,8400662,3,"1,2,3",1,1,1,,,cg25622277,CGdb - Multimapper,,,,
19800,21,8400649,8400889,ICR_1267,21,8400700,8400701,3,"1,2,3",1,1,1,,,cg25622278,CGdb - Multimapper,,,,
19801,21,8400649,8400889,ICR_1267,21,8400717,8400718,3,"1,2,3",1,1,1,,,cg25622279,CGdb - Multimapper,,,,
19802,21,8400649,8400889,ICR_1267,21,8400719,8400720,3,"1,2,3",1,1,1,,,cg25622280,CGdb - Multimapper,,,,
19803,21,8400649,8400889,ICR_1267,21,8400735,8400736,3,"1,2,3",1,1,1,,,cg25148117,CGdb - Multimapper,,,,
19804,21,8400649,8400889,ICR_1267,21,8400767,8400768,3,"1,2,3",1,1,1,,,cg12696644,CGdb - Multimapper,,,,
19805,21,8400649,8400889,ICR_1267,21,8400787,8400788,3,"1,2,3",1,1,1,,,cg25622281,CGdb - Multimapper,,,,
19806,21,8400649,8400889,ICR_1267,21,8400796,8400797,3,"1,2,3",1,1,1,,,cg25622282,CGdb - Multimapper,,,,
19807,21,8400649,8400889,ICR_1267,21,8400805,8400806,3,"1,2,3",1,1,1,,,cg25622283,CGdb - Multimapper,,,,
19808,21,8400649,8400889,ICR_1267,21,8400846,8400847,3,"1,2,3",1,1,1,,,cg25622284,CGdb - Multimapper,,,,
19809,21,8400649,8400889,ICR_1267,21,8400888,8400889,3,"1,2,3",1,1,1,,,cg25622285,CGdb - Multimapper,,,,
19810,21,8402302,8402340,ICR_1268,21,8402308,8402309,3,"1,2,3",1,1,1,,,cg25622452,CGdb - Multimapper,,,,
19811,21,8402302,8402340,ICR_1268,21,8402316,8402317,3,"1,2,3",1,1,1,,,cg25622453,CGdb - Multimapper,,,,
19812,21,8402302,8402340,ICR_1268,21,8402324,8402325,3,"1,2,3",1,1,1,,,cg25622454,CGdb - Multimapper,,,,
19813,21,8402302,8402340,ICR_1268,21,8402332,8402333,3,"1,2,3",1,1,1,,,cg25622455,CGdb - Multimapper,,,,
19814,21,8402302,8402340,ICR_1268,21,8402339,8402340,3,"1,2,3",1,1,1,,,cg25622456,CGdb - Multimapper,,,,
19815,21,8409174,8409553,ICR_1269,21,8409181,8409182,3,"1,2,3",1,1,1,,,cg25622959,CGdb - Multimapper,,,,
19816,21,8409174,8409553,ICR_1269,21,8409190,8409191,3,"1,2,3",1,1,1,,,cg25622960,CGdb - Multimapper,,,,
19817,21,8409174,8409553,ICR_1269,21,8409195,8409196,3,"1,2,3",1,1,1,,,cg25622961,CGdb - Multimapper,,,,
19818,21,8409174,8409553,ICR_1269,21,8409200,8409201,3,"1,2,3",1,1,1,,,cg25622962,CGdb - Multimapper,,,,
19819,21,8409174,8409553,ICR_1269,21,8409205,8409206,3,"1,2,3",1,1,1,,,cg25622963,CGdb - Multimapper,,,,
19820,21,8409174,8409553,ICR_1269,21,8409215,8409216,3,"1,2,3",1,1,1,,,cg25622964,CGdb - Multimapper,,,,
19821,21,8409174,8409553,ICR_1269,21,8409220,8409221,3,"1,2,3",1,1,1,,,cg25622965,CGdb - Multimapper,,,,
19822,21,8409174,8409553,ICR_1269,21,8409232,8409233,3,"1,2,3",1,1,1,,,cg25622966,CGdb - Multimapper,,,,
19823,21,8409174,8409553,ICR_1269,21,8409234,8409235,3,"1,2,3",1,1,1,,,cg25622967,CGdb - Multimapper,,,,
19824,21,8409174,8409553,ICR_1269,21,8409240,8409241,3,"1,2,3",1,1,1,,,cg25622968,CGdb - Multimapper,,,,
19825,21,8409174,8409553,ICR_1269,21,8409259,8409260,3,"1,2,3",1,1,1,,,cg25622969,CGdb - Multimapper,,,,
19826,21,8409174,8409553,ICR_1269,21,8409308,8409309,3,"1,2,3",1,1,1,,,cg25622970,CGdb - Multimapper,,,,
19827,21,8409174,8409553,ICR_1269,21,8409332,8409333,3,"1,2,3",1,1,1,,,cg25622971,CGdb - Multimapper,,,,
19828,21,8409174,8409553,ICR_1269,21,8409348,8409349,3,"1,2,3",1,1,1,,,cg25622972,CGdb - Multimapper,,,,
19829,21,8409174,8409553,ICR_1269,21,8409373,8409374,3,"1,2,3",1,1,1,,,cg25622973,CGdb - Multimapper,,,,
19830,21,8409174,8409553,ICR_1269,21,8409436,8409437,3,"1,2,3",1,1,1,,,cg25622974,CGdb - Multimapper,,,,
19831,21,8409174,8409553,ICR_1269,21,8409448,8409449,3,"1,2,3",1,1,1,,,cg25622975,CGdb - Multimapper,,,,
19832,21,8409174,8409553,ICR_1269,21,8409452,8409453,3,"1,2,3",1,1,1,,,cg25622976,CGdb - Multimapper,,,,
19833,21,8409174,8409553,ICR_1269,21,8409458,8409459,3,"1,2,3",1,1,1,,,cg25622977,CGdb - Multimapper,,,,
19834,21,8409174,8409553,ICR_1269,21,8409466,8409467,3,"1,2,3",1,1,1,,,cg25622978,CGdb - Multimapper,,,,
19835,21,8409174,8409553,ICR_1269,21,8409483,8409484,3,"1,2,3",1,1,1,,,cg25622979,CGdb - Multimapper,,,,
19836,21,8409174,8409553,ICR_1269,21,8409492,8409493,3,"1,2,3",1,1,1,,,cg25622980,CGdb - Multimapper,,,,
19837,21,8409174,8409553,ICR_1269,21,8409535,8409536,3,"1,2,3",1,1,1,,,cg25622981,CGdb - Multimapper,,,,
19838,21,8409174,8409553,ICR_1269,21,8409552,8409553,3,"1,2,3",1,1,1,,,cg25622982,CGdb - Multimapper,,,,
19839,21,8419436,8419753,ICR_1270,21,8419447,8419448,3,"1,2,3",1,1,1,,,cg25623248,CGdb - Multimapper,,,,
19840,21,8419436,8419753,ICR_1270,21,8419453,8419454,3,"1,2,3",1,1,1,,,cg25623249,CGdb - Multimapper,,,,
19841,21,8419436,8419753,ICR_1270,21,8419465,8419466,3,"1,2,3",1,1,1,,,cg25623251,CGdb - Multimapper,,,,
19842,21,8419436,8419753,ICR_1270,21,8419471,8419472,3,"1,2,3",1,1,1,,,cg25623252,CGdb - Multimapper,,,,
19843,21,8419436,8419753,ICR_1270,21,8419492,8419493,3,"1,2,3",1,1,1,,,cg25623253,CGdb - Multimapper,,,,
19844,21,8419436,8419753,ICR_1270,21,8419499,8419500,3,"1,2,3",1,1,1,,,cg25623254,CGdb - Multimapper,,,,
19845,21,8419436,8419753,ICR_1270,21,8419550,8419551,3,"1,2,3",1,1,1,,,cg25623255,CGdb - Multimapper,,,,
19846,21,8419436,8419753,ICR_1270,21,8419752,8419753,2,"2,3",0,1,1,,,cg25623256,CGdb - Multimapper,,,,
19847,21,8432767,8432863,ICR_1271,21,8432773,8432774,3,"1,2,3",1,1,1,,,cg25623696,CGdb - Multimapper,,,,
19848,21,8432767,8432863,ICR_1271,21,8432780,8432781,3,"1,2,3",1,1,1,,,cg25623697,CGdb - Multimapper,,,,
19849,21,8432767,8432863,ICR_1271,21,8432787,8432788,3,"1,2,3",1,1,1,,,cg25623698,CGdb - Multimapper,,,,
19850,21,8432767,8432863,ICR_1271,21,8432792,8432793,3,"1,2,3",1,1,1,,,cg25623699,CGdb - Multimapper,,,,
19851,21,8432767,8432863,ICR_1271,21,8432797,8432798,3,"1,2,3",1,1,1,,,cg25623700,CGdb - Multimapper,,,,
19852,21,8432767,8432863,ICR_1271,21,8432799,8432800,3,"1,2,3",1,1,1,,,cg25623701,CGdb - Multimapper,,,,
19853,21,8432767,8432863,ICR_1271,21,8432811,8432812,3,"1,2,3",1,1,1,,,cg25623702,CGdb - Multimapper,,,,
19854,21,8432767,8432863,ICR_1271,21,8432813,8432814,3,"1,2,3",1,1,1,,,cg25623703,CGdb - Multimapper,,,,
19855,21,8432767,8432863,ICR_1271,21,8432826,8432827,3,"1,2,3",1,1,1,,,cg25623704,CGdb - Multimapper,,,,
19856,21,8432767,8432863,ICR_1271,21,8432834,8432835,3,"1,2,3",1,1,1,,,cg25623705,CGdb - Multimapper,,,,
19857,21,8432767,8432863,ICR_1271,21,8432838,8432839,3,"1,2,3",1,1,1,,,cg25623706,CGdb - Multimapper,,,,
19858,21,8432767,8432863,ICR_1271,21,8432844,8432845,3,"1,2,3",1,1,1,,,cg25623707,CGdb - Multimapper,,,,
19859,21,8432767,8432863,ICR_1271,21,8432851,8432852,3,"1,2,3",1,1,1,,,cg25623708,CGdb - Multimapper,,,,
19860,21,8432767,8432863,ICR_1271,21,8432862,8432863,3,"1,2,3",1,1,1,,,cg25620538,CGdb - Multimapper,,,,
19861,21,8433163,8433213,ICR_1272,21,8433168,8433169,3,"1,2,3",1,1,1,,,cg25620585,CGdb - Multimapper,,,,
19862,21,8433163,8433213,ICR_1272,21,8433186,8433187,3,"1,2,3",1,1,1,,,cg25620586,CGdb - Multimapper,,,,
19863,21,8433163,8433213,ICR_1272,21,8433191,8433192,3,"1,2,3",1,1,1,,,cg25620587,CGdb - Multimapper,,,,
19864,21,8433163,8433213,ICR_1272,21,8433196,8433197,3,"1,2,3",1,1,1,,,cg25620588,CGdb - Multimapper,,,,
19865,21,8433163,8433213,ICR_1272,21,8433209,8433210,3,"1,2,3",1,1,1,,,cg25620589,CGdb - Multimapper,,,,
19866,21,8433163,8433213,ICR_1272,21,8433212,8433213,3,"1,2,3",1,1,1,,,cg25620590,CGdb - Multimapper,,,,
19867,21,8434286,8434377,ICR_1273,21,8434287,8434288,3,"1,2,3",1,1,1,,,cg25620754,CGdb - Multimapper,,,,
19868,21,8434286,8434377,ICR_1273,21,8434289,8434290,3,"1,2,3",1,1,1,,,cg25620755,CGdb - Multimapper,,,,
19869,21,8434286,8434377,ICR_1273,21,8434294,8434295,3,"1,2,3",1,1,1,,,cg25620756,CGdb - Multimapper,,,,
19870,21,8434286,8434377,ICR_1273,21,8434302,8434303,3,"1,2,3",1,1,1,,,cg25620757,CGdb - Multimapper,,,,
19871,21,8434286,8434377,ICR_1273,21,8434306,8434307,3,"1,2,3",1,1,1,,,cg25620758,CGdb - Multimapper,,,,
19872,21,8434286,8434377,ICR_1273,21,8434308,8434309,3,"1,2,3",1,1,1,,,cg25620759,CGdb - Multimapper,,,,
19873,21,8434286,8434377,ICR_1273,21,8434317,8434318,3,"1,2,3",1,1,1,,,cg25620761,CGdb - Multimapper,,,,
19874,21,8434286,8434377,ICR_1273,21,8434322,8434323,3,"1,2,3",1,1,1,,,cg25620762,CGdb - Multimapper,,,,
19875,21,8434286,8434377,ICR_1273,21,8434330,8434331,3,"1,2,3",1,1,1,,,cg25620763,CGdb - Multimapper,,,,
19876,21,8434286,8434377,ICR_1273,21,8434332,8434333,3,"1,2,3",1,1,1,,,cg25620764,CGdb - Multimapper,,,,
19877,21,8434286,8434377,ICR_1273,21,8434336,8434337,3,"1,2,3",1,1,1,,,cg25620765,CGdb - Multimapper,,,,
19878,21,8434286,8434377,ICR_1273,21,8434339,8434340,3,"1,2,3",1,1,1,,,cg25620766,CGdb - Multimapper,,,,
19879,21,8434286,8434377,ICR_1273,21,8434343,8434344,3,"1,2,3",1,1,1,,,cg25620767,CGdb - Multimapper,,,,
19880,21,8434286,8434377,ICR_1273,21,8434347,8434348,3,"1,2,3",1,1,1,,,cg25620768,CGdb - Multimapper,,,,
19881,21,8434286,8434377,ICR_1273,21,8434350,8434351,3,"1,2,3",1,1,1,,,cg25620769,CGdb - Multimapper,,,,
19882,21,8434286,8434377,ICR_1273,21,8434361,8434362,3,"1,2,3",1,1,1,,,cg25620770,CGdb - Multimapper,,,,
19883,21,8434286,8434377,ICR_1273,21,8434372,8434373,3,"1,2,3",1,1,1,,,cg25620771,CGdb - Multimapper,,,,
19884,21,8434286,8434377,ICR_1273,21,8434376,8434377,3,"1,2,3",1,1,1,,,cg25620772,CGdb - Multimapper,,,,
19885,21,8436170,8436219,ICR_1274,21,8436180,8436181,3,"1,2,3",1,1,1,,,cg25625068,CGdb - Multimapper,,,,
19886,21,8436170,8436219,ICR_1274,21,8436185,8436186,3,"1,2,3",1,1,1,,,cg25625069,CGdb - Multimapper,,,,
19887,21,8436170,8436219,ICR_1274,21,8436199,8436200,3,"1,2,3",1,1,1,,,cg25625070,CGdb - Multimapper,,,,
19888,21,8436170,8436219,ICR_1274,21,8436204,8436205,3,"1,2,3",1,1,1,,,cg25625071,CGdb - Multimapper,,,,
19889,21,8436170,8436219,ICR_1274,21,8436212,8436213,3,"1,2,3",1,1,1,,,cg25625072,CGdb - Multimapper,,,,
19890,21,8436170,8436219,ICR_1274,21,8436218,8436219,3,"1,2,3",1,1,1,,,cg25625073,CGdb - Multimapper,,,,
19891,21,8437284,8437586,ICR_1275,21,8437298,8437299,3,"1,2,3",1,1,1,,,cg25621240,CGdb - Multimapper,,,,
19892,21,8437284,8437586,ICR_1275,21,8437304,8437305,3,"1,2,3",1,1,1,,,cg25621241,CGdb - Multimapper,,,,
19893,21,8437284,8437586,ICR_1275,21,8437324,8437325,3,"1,2,3",1,1,1,,,cg25621242,CGdb - Multimapper,,,,
19894,21,8437284,8437586,ICR_1275,21,8437353,8437354,3,"1,2,3",1,1,1,,,cg25621243,CGdb - Multimapper,,,,
19895,21,8437284,8437586,ICR_1275,21,8437355,8437356,3,"1,2,3",1,1,1,,,cg25621244,CGdb - Multimapper,,,,
19896,21,8437284,8437586,ICR_1275,21,8437372,8437373,3,"1,2,3",1,1,1,,,cg25621245,CGdb - Multimapper,,,,
19897,21,8437284,8437586,ICR_1275,21,8437377,8437378,3,"1,2,3",1,1,1,,,cg25621246,CGdb - Multimapper,,,,
19898,21,8437284,8437586,ICR_1275,21,8437391,8437392,3,"1,2,3",1,1,1,,,cg25621247,CGdb - Multimapper,,,,
19899,21,8437284,8437586,ICR_1275,21,8437417,8437418,3,"1,2,3",1,1,1,,,cg25621248,CGdb - Multimapper,,,,
19900,21,8437284,8437586,ICR_1275,21,8437459,8437460,3,"1,2,3",1,1,1,,,cg25621249,CGdb - Multimapper,,,,
19901,21,8437284,8437586,ICR_1275,21,8437496,8437497,3,"1,2,3",1,1,1,,,cg25621250,CGdb - Multimapper,,,,
19902,21,8437284,8437586,ICR_1275,21,8437498,8437499,3,"1,2,3",1,1,1,,,cg25621251,CGdb - Multimapper,,,,
19903,21,8437284,8437586,ICR_1275,21,8437519,8437520,3,"1,2,3",1,1,1,,,cg25621252,CGdb - Multimapper,,,,
19904,21,8437284,8437586,ICR_1275,21,8437550,8437551,3,"1,2,3",1,1,1,,,cg25621253,CGdb - Multimapper,,,,
19905,21,8437284,8437586,ICR_1275,21,8437569,8437570,3,"1,2,3",1,1,1,,,cg25621254,CGdb - Multimapper,,,,
19906,21,8437284,8437586,ICR_1275,21,8437573,8437574,3,"1,2,3",1,1,1,,,cg25621255,CGdb - Multimapper,,,,
19907,21,8437284,8437586,ICR_1275,21,8437577,8437578,3,"1,2,3",1,1,1,,,cg25621256,CGdb - Multimapper,,,,
19908,21,8437284,8437586,ICR_1275,21,8437582,8437583,3,"1,2,3",1,1,1,,,cg25621257,CGdb - Multimapper,,,,
19909,21,8437284,8437586,ICR_1275,21,8437585,8437586,3,"1,2,3",1,1,1,,,cg25621258,CGdb - Multimapper,,,,
19910,21,8437775,8437869,ICR_1276,21,8437801,8437802,3,"1,2,3",1,1,1,,,cg25621277,CGdb - Multimapper,,,,
19911,21,8437775,8437869,ICR_1276,21,8437805,8437806,3,"1,2,3",1,1,1,,,cg25621278,CGdb - Multimapper,,,,
19912,21,8437775,8437869,ICR_1276,21,8437815,8437816,3,"1,2,3",1,1,1,,,cg25621279,CGdb - Multimapper,,,,
19913,21,8437775,8437869,ICR_1276,21,8437822,8437823,3,"1,2,3",1,1,1,,,cg25621280,CGdb - Multimapper,,,,
19914,21,8437775,8437869,ICR_1276,21,8437825,8437826,3,"1,2,3",1,1,1,,,cg25621281,CGdb - Multimapper,,,,
19915,21,8437775,8437869,ICR_1276,21,8437848,8437849,3,"1,2,3",1,1,1,,,cg25621282,CGdb - Multimapper,,,,
19916,21,8437775,8437869,ICR_1276,21,8437851,8437852,3,"1,2,3",1,1,1,,,cg25621283,CGdb - Multimapper,,,,
19917,21,8437775,8437869,ICR_1276,21,8437858,8437859,3,"1,2,3",1,1,1,,,cg25621284,CGdb - Multimapper,,,,
19918,21,8437775,8437869,ICR_1276,21,8437868,8437869,3,"1,2,3",1,1,1,,,cg25621285,CGdb - Multimapper,,,,
19919,21,8438249,8438398,ICR_1277,21,8438254,8438255,3,"1,2,3",1,1,1,,,cg25621315,CGdb - Multimapper,,,,
19920,21,8438249,8438398,ICR_1277,21,8438258,8438259,3,"1,2,3",1,1,1,,,cg25621316,CGdb - Multimapper,,,,
19921,21,8438249,8438398,ICR_1277,21,8438284,8438285,3,"1,2,3",1,1,1,,,cg25621317,CGdb - Multimapper,,,,
19922,21,8438249,8438398,ICR_1277,21,8438286,8438287,3,"1,2,3",1,1,1,,,cg25621318,CGdb - Multimapper,,,,
19923,21,8438249,8438398,ICR_1277,21,8438293,8438294,3,"1,2,3",1,1,1,,,cg25621319,CGdb - Multimapper,,,,
19924,21,8438249,8438398,ICR_1277,21,8438297,8438298,3,"1,2,3",1,1,1,,,cg25621320,CGdb - Multimapper,,,,
19925,21,8438249,8438398,ICR_1277,21,8438301,8438302,3,"1,2,3",1,1,1,,,cg25621321,CGdb - Multimapper,,,,
19926,21,8438249,8438398,ICR_1277,21,8438304,8438305,3,"1,2,3",1,1,1,,,cg25621322,CGdb - Multimapper,,,,
19927,21,8438249,8438398,ICR_1277,21,8438334,8438335,3,"1,2,3",1,1,1,,,cg25621323,CGdb - Multimapper,,,,
19928,21,8438249,8438398,ICR_1277,21,8438346,8438347,3,"1,2,3",1,1,1,,,cg25621324,CGdb - Multimapper,,,,
19929,21,8438249,8438398,ICR_1277,21,8438387,8438388,3,"1,2,3",1,1,1,,,cg25621325,CGdb - Multimapper,,,,
19930,21,8438249,8438398,ICR_1277,21,8438397,8438398,3,"1,2,3",1,1,1,,,cg25621326,CGdb - Multimapper,,,,
19931,21,8439464,8439537,ICR_1278,21,8439470,8439471,3,"1,2,3",1,1,1,,,cg25621491,CGdb - Multimapper,,,,
19932,21,8439464,8439537,ICR_1278,21,8439474,8439475,3,"1,2,3",1,1,1,,,cg25621492,CGdb - Multimapper,,,,
19933,21,8439464,8439537,ICR_1278,21,8439480,8439481,3,"1,2,3",1,1,1,,,cg25621493,CGdb - Multimapper,,,,
19934,21,8439464,8439537,ICR_1278,21,8439482,8439483,3,"1,2,3",1,1,1,,,cg25621494,CGdb - Multimapper,,,,
19935,21,8439464,8439537,ICR_1278,21,8439485,8439486,3,"1,2,3",1,1,1,,,cg25621495,CGdb - Multimapper,,,,
19936,21,8439464,8439537,ICR_1278,21,8439488,8439489,3,"1,2,3",1,1,1,,,cg25621496,CGdb - Multimapper,,,,
19937,21,8439464,8439537,ICR_1278,21,8439491,8439492,3,"1,2,3",1,1,1,,,cg25621497,CGdb - Multimapper,,,,
19938,21,8439464,8439537,ICR_1278,21,8439494,8439495,3,"1,2,3",1,1,1,,,cg25621498,CGdb - Multimapper,,,,
19939,21,8439464,8439537,ICR_1278,21,8439497,8439498,3,"1,2,3",1,1,1,,,cg25621499,CGdb - Multimapper,,,,
19940,21,8439464,8439537,ICR_1278,21,8439499,8439500,3,"1,2,3",1,1,1,,,cg25621500,CGdb - Multimapper,,,,
19941,21,8439464,8439537,ICR_1278,21,8439502,8439503,3,"1,2,3",1,1,1,,,cg25621501,CGdb - Multimapper,,,,
19942,21,8439464,8439537,ICR_1278,21,8439506,8439507,3,"1,2,3",1,1,1,,,cg25621502,CGdb - Multimapper,,,,
19943,21,8439464,8439537,ICR_1278,21,8439509,8439510,3,"1,2,3",1,1,1,,,cg25621503,CGdb - Multimapper,,,,
19944,21,8439464,8439537,ICR_1278,21,8439526,8439527,3,"1,2,3",1,1,1,,,cg25621504,CGdb - Multimapper,,,,
19945,21,8439464,8439537,ICR_1278,21,8439529,8439530,3,"1,2,3",1,1,1,,,cg25621505,CGdb - Multimapper,,,,
19946,21,8439464,8439537,ICR_1278,21,8439533,8439534,3,"1,2,3",1,1,1,,,cg25621506,CGdb - Multimapper,,,,
19947,21,8439464,8439537,ICR_1278,21,8439536,8439537,3,"1,2,3",1,1,1,,,cg25621507,CGdb - Multimapper,,,,
19948,21,8439665,8439709,ICR_1279,21,8439675,8439676,3,"1,2,3",1,1,1,,,cg25621533,CGdb - Multimapper,,,,
19949,21,8439665,8439709,ICR_1279,21,8439682,8439683,3,"1,2,3",1,1,1,,,cg25624099,CGdb - Multimapper,,,,
19950,21,8439665,8439709,ICR_1279,21,8439688,8439689,3,"1,2,3",1,1,1,,,cg25624100,CGdb - Multimapper,,,,
19951,21,8439665,8439709,ICR_1279,21,8439700,8439701,3,"1,2,3",1,1,1,,,cg25624101,CGdb - Multimapper,,,,
19952,21,8439665,8439709,ICR_1279,21,8439708,8439709,3,"1,2,3",1,1,1,,,cg25624102,CGdb - Multimapper,,,,
19953,21,8442841,8443116,ICR_1280,21,8442848,8442849,3,"1,2,3",1,1,1,,,cg25622030,CGdb - Multimapper,,,,
19954,21,8442841,8443116,ICR_1280,21,8442851,8442852,3,"1,2,3",1,1,1,,,cg25622031,CGdb - Multimapper,,,,
19955,21,8442841,8443116,ICR_1280,21,8442859,8442860,3,"1,2,3",1,1,1,,,cg25622032,CGdb - Multimapper,,,,
19956,21,8442841,8443116,ICR_1280,21,8442864,8442865,3,"1,2,3",1,1,1,,,cg25622033,CGdb - Multimapper,,,,
19957,21,8442841,8443116,ICR_1280,21,8442876,8442877,3,"1,2,3",1,1,1,,,cg25622034,CGdb - Multimapper,,,,
19958,21,8442841,8443116,ICR_1280,21,8442884,8442885,3,"1,2,3",1,1,1,,,cg25622035,CGdb - Multimapper,,,,
19959,21,8442841,8443116,ICR_1280,21,8442907,8442908,3,"1,2,3",1,1,1,,,cg25622037,CGdb - Multimapper,,,,
19960,21,8442841,8443116,ICR_1280,21,8442912,8442913,3,"1,2,3",1,1,1,,,cg25622038,CGdb - Multimapper,,,,
19961,21,8442841,8443116,ICR_1280,21,8442953,8442954,3,"1,2,3",1,1,1,,,cg25622040,CGdb - Multimapper,,,,
19962,21,8442841,8443116,ICR_1280,21,8442958,8442959,3,"1,2,3",1,1,1,,,cg25622041,CGdb - Multimapper,,,,
19963,21,8442841,8443116,ICR_1280,21,8442964,8442965,3,"1,2,3",1,1,1,,,cg25622042,CGdb - Multimapper,,,,
19964,21,8442841,8443116,ICR_1280,21,8442972,8442973,3,"1,2,3",1,1,1,,,cg25622043,CGdb - Multimapper,,,,
19965,21,8442841,8443116,ICR_1280,21,8442976,8442977,3,"1,2,3",1,1,1,,,cg25622044,CGdb - Multimapper,,,,
19966,21,8442841,8443116,ICR_1280,21,8442985,8442986,3,"1,2,3",1,1,1,,,cg25622045,CGdb - Multimapper,,,,
19967,21,8442841,8443116,ICR_1280,21,8443023,8443024,3,"1,2,3",1,1,1,,,cg25622046,CGdb - Multimapper,,,,
19968,21,8442841,8443116,ICR_1280,21,8443028,8443029,3,"1,2,3",1,1,1,,,cg25622047,CGdb - Multimapper,,,,
19969,21,8442841,8443116,ICR_1280,21,8443038,8443039,3,"1,2,3",1,1,1,,,cg25622048,CGdb - Multimapper,,,,
19970,21,8442841,8443116,ICR_1280,21,8443042,8443043,3,"1,2,3",1,1,1,,,cg25622049,CGdb - Multimapper,,,,
19971,21,8442841,8443116,ICR_1280,21,8443045,8443046,3,"1,2,3",1,1,1,,,cg25622050,CGdb - Multimapper,,,,
19972,21,8442841,8443116,ICR_1280,21,8443055,8443056,3,"1,2,3",1,1,1,,,cg25622051,CGdb - Multimapper,,,,
19973,21,8442841,8443116,ICR_1280,21,8443059,8443060,3,"1,2,3",1,1,1,,,cg25622052,CGdb - Multimapper,,,,
19974,21,8442841,8443116,ICR_1280,21,8443065,8443066,3,"1,2,3",1,1,1,,,cg25622053,CGdb - Multimapper,,,,
19975,21,8442841,8443116,ICR_1280,21,8443068,8443069,3,"1,2,3",1,1,1,,,cg25622054,CGdb - Multimapper,,,,
19976,21,8442841,8443116,ICR_1280,21,8443115,8443116,3,"1,2,3",1,1,1,,,cg25622055,CGdb - Multimapper,,,,
19977,21,8443377,8443679,ICR_1281,21,8443381,8443382,3,"1,2,3",1,1,1,,,cg25625228,CGdb - Multimapper,,,,
19978,21,8443377,8443679,ICR_1281,21,8443388,8443389,3,"1,2,3",1,1,1,,,cg25625229,CGdb - Multimapper,,,,
19979,21,8443377,8443679,ICR_1281,21,8443394,8443395,3,"1,2,3",1,1,1,,,cg25625230,CGdb - Multimapper,,,,
19980,21,8443377,8443679,ICR_1281,21,8443402,8443403,3,"1,2,3",1,1,1,,,cg25622094,CGdb - Multimapper,,,,
19981,21,8443377,8443679,ICR_1281,21,8443404,8443405,3,"1,2,3",1,1,1,,,cg25622095,CGdb - Multimapper,,,,
19982,21,8443377,8443679,ICR_1281,21,8443408,8443409,3,"1,2,3",1,1,1,,,cg25622096,CGdb - Multimapper,,,,
